NAME : MOCVRP INSTANCE 1
DEPOT_SECTION 1
0.491089 0.986161 0.050000
0.496444 0.329853 0.025000
0.778365 0.114508 0.175000
0.716697 0.647125 0.200000
0.073068 0.867995 0.225000
0.713049 0.250727 0.150000
0.451741 0.637054 0.050000
0.869177 0.660842 0.175000
0.590890 0.915572 0.075000
0.016767 0.556895 0.225000
0.578108 0.205171 0.125000
0.270675 0.911657 0.050000
0.414771 0.681876 0.025000
0.467217 0.244595 0.200000
0.762480 0.203817 0.200000
0.725321 0.621207 0.100000
0.185997 0.404341 0.100000
0.263821 0.332627 0.100000
0.407627 0.358039 0.100000
0.691950 0.475830 0.100000
0.276167 0.945837 0.225000
0.857485 0.863540 0.125000
0.514436 0.001182 0.100000
0.455421 0.338555 0.200000
0.958173 0.883768 0.150000
0.137952 0.471632 0.150000
0.387652 0.805258 0.150000
0.502916 0.794359 0.225000
0.783040 0.229021 0.100000
0.195116 0.833486 0.050000
0.736156 0.401378 0.025000
0.555476 0.307180 0.200000
0.143070 0.011134 0.100000
0.644777 0.060690 0.050000
0.875559 0.643864 0.075000

NAME : MOCVRP INSTANCE 3
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.601755 0.788328 0.000000
0.984863 0.603710 0.050000
0.022677 0.401363 0.050000
0.974768 0.805069 0.100000
0.344793 0.459481 0.100000
0.201351 0.843394 0.175000
0.465676 0.445696 0.225000
0.040059 0.101479 0.225000
0.331714 0.438735 0.025000
0.878423 0.588836 0.050000
0.725130 0.639968 0.150000
0.542115 0.983818 0.025000
0.343086 0.388440 0.150000
0.601124 0.448262 0.025000
0.467860 0.858855 0.050000
0.821270 0.073407 0.125000
0.268261 0.243639 0.050000
0.971134 0.915125 0.125000
0.841826 0.453709 0.225000
0.281043 0.197158 0.200000
0.920187 0.364401 0.075000
0.884513 0.364245 0.025000
0.824966 0.425883 0.075000
0.005664 0.233985 0.225000
0.489671 0.068025 0.100000
0.657105 0.878336 0.050000
0.185688 0.913641 0.200000
0.247061 0.302211 0.050000
0.562969 0.428779 0.200000
0.624380 0.480724 0.125000
0.763617 0.292664 0.200000
0.414985 0.753470 0.225000
0.542582 0.017115 0.200000
0.666173 0.919569 0.125000
0.539281 0.962650 0.075000
0.336396 0.670804 0.225000
0.205043 0.784965 0.200000
0.652777 0.252130 0.100000
0.627153 0.556770 0.075000
0.957460 0.680663 0.100000
0.140567 0.376182 0.125000
0.995492 0.242874 0.200000
0.883106 0.210670 0.200000
0.980866 0.085192 0.225000
0.770358 0.041675 0.050000
0.596761 0.448339 0.175000
0.941418 0.591949 0.025000
0.727353 0.168748 0.200000
0.855416 0.719930 0.225000
0.718614 0.300403 0.075000
0.728054 0.851391 0.200000

NAME : MOCVRP INSTANCE 4
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.423430 0.732465 0.000000
0.290551 0.506903 0.150000
0.357955 0.185739 0.050000
0.779994 0.201691 0.100000
0.922677 0.431590 0.100000
0.829779 0.697050 0.200000
0.195426 0.536656 0.150000
0.001087 0.991225 0.175000
0.900536 0.389226 0.175000
0.179267 0.665697 0.100000
0.648599 0.904092 0.025000
0.120764 0.617571 0.100000
0.309018 0.831005 0.125000
0.035412 0.390190 0.225000
0.193403 0.319234 0.200000
0.476551 0.028011 0.150000
0.987743 0.410219 0.225000
0.623422 0.242290 0.200000
0.440588 0.882992 0.050000
0.957319 0.175664 0.125000
0.276599 0.535707 0.025000
0.908982 0.794903 0.125000
0.905061 0.077416 0.050000
0.896322 0.825880 0.200000
0.722793 0.947528 0.175000
0.496270 0.989457 0.025000
0.718818 0.540116 0.050000
0.908207 0.353513 0.150000
0.895715 0.380141 0.125000
0.654618 0.783843 0.175000
0.103749 0.878270 0.175000
0.396448 0.812822 0.175000
0.463146 0.485698 0.150000
0.037638 0.743079 0.025000
0.207136 0.596971 0.175000
0.803113 0.133883 0.225000
0.213233 0.711649 0.200000
0.127495 0.381850 0.175000
0.105871 0.119458 0.075000
0.297334 0.610376 0.025000
0.544995 0.004608 0.225000
0.441953 0.245129 0.025000
0.598908 0.342793 0.125000
0.702361 0.485995 0.225000
0.834656 0.134171 0.025000
0.047473 0.637943 0.050000
0.036563 0.513091 0.075000
0.846405 0.827059 0.050000
0.726943 0.952975 0.200000
0.205057 0.808256 0.075000
0.808514 0.284780 0.150000

NAME : MOCVRP INSTANCE 5
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.842572 0.563890 0.000000
0.855419 0.138712 0.100000
0.112505 0.935546 0.050000
0.239868 0.826409 0.200000
0.100884 0.264140 0.025000
0.627223 0.503863 0.075000
0.794226 0.924133 0.125000
0.310155 0.786022 0.025000
0.875065 0.325886 0.025000
0.491327 0.137973 0.150000
0.367954 0.447427 0.125000
0.666825 0.128452 0.025000
0.329624 0.897494 0.175000
0.870343 0.299176 0.175000
0.117159 0.090692 0.225000
0.917694 0.658309 0.175000
0.523165 0.765840 0.225000
0.139638 0.081981 0.125000
0.162390 0.926402 0.200000
0.485473 0.091437 0.225000
0.070822 0.269767 0.025000
0.257094 0.828104 0.125000
0.388616 0.648099 0.150000
0.857120 0.831737 0.200000
0.916649 0.579942 0.050000
0.242534 0.859410 0.225000
0.112440 0.923735 0.025000
0.368030 0.935809 0.050000
0.285059 0.865719 0.125000
0.619598 0.692653 0.100000
0.567308 0.272158 0.150000
0.650820 0.594322 0.075000
0.972960 0.078326 0.225000
0.463457 0.611679 0.025000
0.431642 0.319851 0.175000
0.203892 0.522996 0.125000
0.438219 0.709467 0.025000
0.140804 0.178436 0.050000
0.608955 0.774262 0.200000
0.430389 0.502699 0.175000
0.284431 0.878638 0.125000
0.997819 0.196896 0.125000
0.321196 0.511036 0.150000
0.756811 0.180063 0.075000
0.301097 0.671269 0.175000
0.385714 0.114133 0.075000
0.201642 0.148888 0.100000
0.991229 0.396076 0.150000
0.584336 0.812659 0.025000
0.198877 0.126629 0.225000
0.813852 0.726096 0.200000

NAME : MOCVRP INSTANCE 6
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.780131 0.954223 0.000000
0.240889 0.930004 0.150000
0.696633 0.888649 0.125000
0.987295 0.715447 0.125000
0.817248 0.800684 0.200000
0.897051 0.218375 0.175000
0.340007 0.690797 0.225000
0.877860 0.231580 0.200000
0.898318 0.542000 0.150000
0.259735 0.566477 0.200000
0.182094 0.368092 0.125000
0.674377 0.273633 0.175000
0.722747 0.453651 0.075000
0.116351 0.346539 0.225000
0.195995 0.905184 0.050000
0.385956 0.832985 0.025000
0.332435 0.879483 0.150000
0.513147 0.461674 0.075000
0.846481 0.299942 0.125000
0.295515 0.166305 0.200000
0.730758 0.586484 0.225000
0.061024 0.963158 0.225000
0.564058 0.085408 0.125000
0.692018 0.904272 0.125000
0.966148 0.070512 0.200000
0.028707 0.102075 0.050000
0.113445 0.026661 0.125000
0.393402 0.732260 0.050000
0.568449 0.738153 0.150000
0.763815 0.940527 0.025000
0.644523 0.756872 0.150000
0.976207 0.315601 0.025000
0.480456 0.643777 0.025000
0.883756 0.562254 0.175000
0.408256 0.721275 0.075000
0.037759 0.973761 0.150000
0.748470 0.802991 0.075000
0.929023 0.376197 0.050000
0.959346 0.394389 0.100000
0.702464 0.400390 0.125000
0.633969 0.773903 0.100000
0.412655 0.370587 0.025000
0.224594 0.843485 0.025000
0.426101 0.498749 0.050000
0.132135 0.195502 0.200000
0.084985 0.485782 0.175000
0.413572 0.570264 0.125000
0.797854 0.081669 0.125000
0.452835 0.985674 0.175000
0.642559 0.258483 0.100000
0.095079 0.927391 0.175000

NAME : MOCVRP INSTANCE 7
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.194251 0.525388 0.000000
0.597274 0.787698 0.225000
0.256415 0.200146 0.200000
0.295667 0.615323 0.225000
0.028130 0.807958 0.125000
0.264597 0.789168 0.200000
0.521397 0.840752 0.025000
0.789175 0.315900 0.025000
0.880129 0.901703 0.125000
0.143830 0.689160 0.050000
0.844821 0.927332 0.100000
0.613995 0.706704 0.025000
0.383070 0.941832 0.200000
0.423752 0.129372 0.075000
0.033814 0.536832 0.150000
0.701533 0.581358 0.050000
0.779279 0.340162 0.225000
0.052481 0.342879 0.150000
0.145422 0.319019 0.175000
0.239242 0.388515 0.050000
0.538107 0.634329 0.175000
0.558372 0.733385 0.075000
0.033425 0.535677 0.075000
0.045304 0.684964 0.225000
0.756880 0.833819 0.150000
0.105377 0.829840 0.125000
0.380817 0.710872 0.100000
0.281832 0.046059 0.025000
0.625715 0.244395 0.125000
0.293443 0.166562 0.150000
0.537446 0.467034 0.175000
0.311604 0.003533 0.075000
0.757164 0.875186 0.125000
0.473112 0.305695 0.200000
0.699175 0.738806 0.025000
0.499615 0.448824 0.100000
0.776288 0.054263 0.225000
0.088455 0.193986 0.200000
0.320524 0.398028 0.200000
0.306041 0.810602 0.050000
0.878916 0.654083 0.150000
0.412282 0.722531 0.150000
0.273993 0.895182 0.100000
0.492101 0.723376 0.175000
0.937378 0.430960 0.200000
0.734477 0.350432 0.225000
0.590506 0.653940 0.175000
0.866123 0.766973 0.075000
0.445369 0.636715 0.150000
0.108887 0.073567 0.150000
0.059353 0.450262 0.225000

NAME : MOCVRP INSTANCE 8
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.431242 0.762805 0.000000
0.329983 0.918171 0.175000
0.291350 0.154991 0.075000
0.338932 0.850226 0.150000
0.285415 0.610454 0.050000
0.225107 0.008994 0.125000
0.678117 0.498185 0.125000
0.542126 0.820486 0.125000
0.213380 0.828149 0.025000
0.197479 0.012471 0.200000
0.298975 0.323716 0.150000
0.562192 0.423613 0.225000
0.420538 0.761237 0.025000
0.250429 0.326472 0.100000
0.118776 0.110094 0.075000
0.708882 0.251236 0.100000
0.071095 0.099286 0.050000
0.550224 0.906694 0.200000
0.652287 0.536216 0.050000
0.698879 0.322260 0.225000
0.361969 0.245592 0.050000
0.086910 0.798670 0.150000
0.310768 0.018178 0.100000
0.027321 0.147074 0.025000
0.254970 0.449881 0.025000
0.678892 0.194892 0.025000
0.737503 0.145012 0.050000
0.629699 0.351659 0.025000
0.196590 0.317704 0.050000
0.972110 0.147720 0.200000
0.292938 0.603196 0.075000
0.143175 0.395085 0.125000
0.613059 0.959538 0.175000
0.968569 0.370590 0.025000
0.270835 0.218980 0.225000
0.009170 0.372785 0.075000
0.764607 0.063925 0.125000
0.616865 0.532676 0.100000
0.962309 0.398202 0.075000
0.632965 0.744896 0.125000
0.477846 0.386625 0.175000
0.014376 0.853889 0.050000
0.769121 0.536938 0.175000
0.680172 0.069247 0.100000
0.441196 0.261234 0.225000
0.740902 0.705734 0.175000
0.991161 0.372192 0.050000
0.567661 0.035614 0.050000
0.038624 0.953871 0.150000
0.550211 0.890658 0.150000
0.320142 0.677276 0.225000

NAME : MOCVRP INSTANCE 9
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.345606 0.626222 0.000000
0.409453 0.510625 0.125000
0.278376 0.806041 0.050000
0.302577 0.273800 0.075000
0.982428 0.865199 0.150000
0.974305 0.933086 0.100000
0.725709 0.911145 0.050000
0.621217 0.718872 0.125000
0.555540 0.862862 0.075000
0.935385 0.335179 0.125000
0.043264 0.745673 0.050000
0.086180 0.173040 0.100000
0.599360 0.360058 0.225000
0.827800 0.020067 0.100000
0.678717 0.349587 0.175000
0.451778 0.257676 0.025000
0.479397 0.644134 0.025000
0.887295 0.297685 0.200000
0.140991 0.053951 0.200000
0.245184 0.859809 0.025000
0.198608 0.904407 0.050000
0.355947 0.067088 0.025000
0.803647 0.828023 0.050000
0.438283 0.401011 0.100000
0.940375 0.481121 0.150000
0.145197 0.519635 0.125000
0.351352 0.420753 0.025000
0.826832 0.094702 0.125000
0.071335 0.866602 0.100000
0.815954 0.123304 0.100000
0.302579 0.353370 0.075000
0.552493 0.422184 0.075000
0.549512 0.094805 0.050000
0.699056 0.048935 0.150000
0.062756 0.587959 0.075000
0.591535 0.801089 0.225000
0.274846 0.539376 0.025000
0.554671 0.788581 0.225000
0.782530 0.523558 0.125000
0.736594 0.926057 0.175000
0.174543 0.180475 0.200000
0.851704 0.296350 0.175000
0.881304 0.239484 0.225000
0.974614 0.661093 0.150000
0.439098 0.899462 0.050000
0.453210 0.247065 0.125000
0.866115 0.568051 0.100000
0.109282 0.228005 0.100000
0.392748 0.840184 0.050000
0.220314 0.966897 0.150000
0.223529 0.010986 0.150000

NAME : MOCVRP INSTANCE 10
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.842669 0.598540 0.000000
0.453681 0.251571 0.200000
0.836237 0.882095 0.025000
0.766359 0.686247 0.125000
0.269930 0.878949 0.225000
0.736661 0.610649 0.100000
0.325671 0.621231 0.100000
0.495627 0.139154 0.175000
0.463020 0.353746 0.225000
0.852035 0.541734 0.150000
0.454088 0.986593 0.200000
0.763826 0.136662 0.225000
0.162877 0.462283 0.200000
0.261217 0.592930 0.050000
0.681572 0.883724 0.025000
0.866234 0.346728 0.200000
0.372631 0.311648 0.225000
0.841561 0.597387 0.200000
0.523298 0.632386 0.175000
0.836801 0.773260 0.125000
0.845129 0.233773 0.075000
0.094167 0.829953 0.225000
0.634784 0.220856 0.075000
0.712139 0.778746 0.200000
0.209063 0.714982 0.200000
0.536365 0.218006 0.125000
0.740794 0.213866 0.025000
0.275264 0.926686 0.225000
0.377063 0.330962 0.150000
0.224158 0.443448 0.125000
0.505651 0.588737 0.225000
0.628046 0.668859 0.125000
0.891501 0.515467 0.200000
0.375261 0.855210 0.225000
0.549657 0.482861 0.050000
0.747157 0.673521 0.175000
0.643966 0.509949 0.175000
0.818299 0.146634 0.100000
0.031480 0.159969 0.025000
0.824423 0.512123 0.100000
0.324518 0.137596 0.150000
0.873811 0.297756 0.200000
0.961150 0.004848 0.100000
0.835349 0.103773 0.075000
0.222721 0.931316 0.025000
0.469387 0.358675 0.050000
0.546705 0.462100 0.100000
0.345284 0.846595 0.025000
0.843931 0.256552 0.075000
0.570464 0.832278 0.200000
0.768425 0.747939 0.050000

NAME : MOCVRP INSTANCE 11
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.531709 0.395426 0.000000
0.145829 0.729434 0.175000
0.953267 0.170228 0.050000
0.660340 0.782919 0.075000
0.044267 0.109975 0.100000
0.785682 0.294404 0.225000
0.458582 0.140195 0.200000
0.035977 0.894508 0.225000
0.973201 0.088182 0.075000
0.001991 0.718216 0.150000
0.065098 0.869608 0.150000
0.079368 0.046634 0.150000
0.863899 0.358647 0.025000
0.121663 0.137234 0.175000
0.676529 0.357780 0.075000
0.443882 0.579595 0.200000
0.614834 0.945506 0.225000
0.796385 0.723203 0.225000
0.123337 0.257373 0.225000
0.013300 0.161557 0.175000
0.935875 0.700562 0.225000
0.769153 0.492846 0.050000
0.758626 0.557962 0.125000
0.574887 0.124761 0.075000
0.984572 0.969149 0.075000
0.647579 0.343488 0.200000
0.121998 0.618753 0.150000
0.330136 0.469528 0.100000
0.989167 0.411374 0.225000
0.257583 0.670199 0.150000
0.755931 0.018267 0.100000
0.662906 0.859268 0.025000
0.411629 0.145183 0.025000
0.644158 0.902968 0.075000
0.280382 0.462164 0.175000
0.245260 0.882417 0.100000
0.473702 0.775663 0.050000
0.769828 0.593226 0.100000
0.313985 0.035332 0.200000
0.556860 0.007840 0.150000
0.457355 0.236700 0.125000
0.900939 0.238203 0.025000
0.473241 0.196510 0.200000
0.119478 0.605353 0.150000
0.838591 0.937147 0.050000
0.674425 0.903434 0.175000
0.266925 0.823661 0.050000
0.297663 0.571518 0.025000
0.861765 0.203984 0.050000
0.359409 0.253532 0.100000
0.001295 0.047744 0.200000

NAME : MOCVRP INSTANCE 12
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.420951 0.150266 0.000000
0.697749 0.283535 0.200000
0.527674 0.517666 0.075000
0.796090 0.155291 0.200000
0.961458 0.469527 0.125000
0.194998 0.513962 0.200000
0.765220 0.316812 0.100000
0.709770 0.092909 0.075000
0.087454 0.501514 0.175000
0.632178 0.897253 0.125000
0.170335 0.428843 0.025000
0.712844 0.667868 0.125000
0.053926 0.787647 0.225000
0.508026 0.485810 0.200000
0.515033 0.921621 0.075000
0.745536 0.247727 0.150000
0.866164 0.231141 0.150000
0.854839 0.616047 0.175000
0.181114 0.645399 0.200000
0.482882 0.015742 0.150000
0.230331 0.088292 0.075000
0.623292 0.630151 0.075000
0.293383 0.426676 0.175000
0.634043 0.376447 0.075000
0.881486 0.351081 0.200000
0.450267 0.397414 0.100000
0.347324 0.080215 0.025000
0.772241 0.899970 0.150000
0.130886 0.292867 0.200000
0.453555 0.090357 0.125000
0.124571 0.128842 0.225000
0.800560 0.688645 0.075000
0.878320 0.456690 0.200000
0.352012 0.120635 0.050000
0.076936 0.041745 0.150000
0.750203 0.757471 0.200000
0.679461 0.200308 0.100000
0.312593 0.674542 0.200000
0.471798 0.132661 0.100000
0.537862 0.668726 0.125000
0.912986 0.047169 0.175000
0.482357 0.257201 0.100000
0.841413 0.857009 0.225000
0.308058 0.406475 0.050000
0.102720 0.089746 0.125000
0.559150 0.593571 0.025000
0.703023 0.948138 0.100000
0.734427 0.743875 0.075000
0.618895 0.063954 0.200000
0.582805 0.882998 0.025000
0.346443 0.919376 0.125000

NAME : MOCVRP INSTANCE 13
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.400264 0.031221 0.000000
0.843016 0.449771 0.050000
0.318721 0.667470 0.125000
0.283159 0.967374 0.075000
0.155594 0.312058 0.125000
0.157544 0.716905 0.100000
0.178622 0.238389 0.200000
0.725345 0.404114 0.125000
0.074324 0.374841 0.100000
0.969610 0.619070 0.200000
0.161250 0.832140 0.075000
0.275283 0.829171 0.150000
0.028654 0.963500 0.125000
0.619798 0.229020 0.025000
0.812121 0.841941 0.075000
0.311226 0.343953 0.075000
0.939683 0.307122 0.175000
0.275417 0.595091 0.050000
0.608269 0.310936 0.225000
0.149108 0.930580 0.150000
0.603703 0.664807 0.125000
0.137904 0.982289 0.125000
0.440204 0.119044 0.225000
0.297962 0.676596 0.200000
0.610202 0.550002 0.200000
0.025060 0.551735 0.225000
0.490205 0.694544 0.200000
0.037483 0.258412 0.050000
0.822863 0.359440 0.125000
0.442779 0.785618 0.050000
0.988834 0.280953 0.125000
0.702050 0.764202 0.200000
0.379455 0.449776 0.100000
0.371359 0.190460 0.200000
0.456695 0.980722 0.075000
0.889458 0.976678 0.100000
0.842091 0.658491 0.225000
0.406432 0.778166 0.125000
0.444936 0.914698 0.075000
0.571526 0.624719 0.100000
0.498396 0.081528 0.025000
0.668568 0.861157 0.175000
0.379771 0.906230 0.150000
0.734154 0.188460 0.175000
0.980052 0.263819 0.025000
0.786604 0.022372 0.175000
0.282527 0.851376 0.125000
0.864732 0.283794 0.150000
0.187010 0.572584 0.175000
0.869661 0.847095 0.125000
0.280314 0.906477 0.200000

NAME : MOCVRP INSTANCE 14
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.154134 0.316488 0.000000
0.992139 0.794426 0.100000
0.969023 0.873910 0.100000
0.085049 0.539757 0.100000
0.535234 0.744195 0.050000
0.737797 0.220563 0.125000
0.694040 0.799617 0.200000
0.514861 0.983384 0.075000
0.339532 0.738378 0.225000
0.790677 0.185264 0.175000
0.778876 0.532992 0.125000
0.914317 0.328715 0.125000
0.540235 0.241973 0.200000
0.032439 0.903020 0.025000
0.633228 0.019440 0.025000
0.309405 0.589861 0.200000
0.685228 0.289411 0.200000
0.622221 0.168422 0.100000
0.578476 0.418400 0.025000
0.313407 0.365252 0.075000
0.482957 0.043629 0.150000
0.913869 0.840693 0.150000
0.952026 0.146179 0.200000
0.700391 0.250412 0.100000
0.689449 0.252305 0.225000
0.077901 0.401600 0.175000
0.938381 0.514028 0.200000
0.153012 0.299279 0.100000
0.844585 0.954693 0.100000
0.860745 0.606393 0.125000
0.033797 0.429986 0.050000
0.732754 0.264804 0.200000
0.136115 0.513527 0.225000
0.739511 0.283359 0.200000
0.310005 0.352856 0.225000
0.561595 0.578576 0.125000
0.637275 0.792851 0.100000
0.349453 0.135555 0.075000
0.405227 0.920651 0.150000
0.546389 0.790674 0.050000
0.252458 0.477565 0.125000
0.265665 0.964260 0.075000
0.962578 0.672319 0.200000
0.450503 0.232927 0.125000
0.485109 0.804897 0.200000
0.437951 0.230611 0.075000
0.283834 0.707410 0.075000
0.910968 0.613151 0.050000
0.907255 0.752466 0.100000
0.920519 0.934387 0.125000
0.853664 0.194576 0.225000

NAME : MOCVRP INSTANCE 15
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.489340 0.958743 0.000000
0.901168 0.301925 0.100000
0.666864 0.015942 0.175000
0.519110 0.699639 0.100000
0.332706 0.703120 0.050000
0.408322 0.114413 0.150000
0.675134 0.690787 0.125000
0.333250 0.857644 0.025000
0.512600 0.443445 0.075000
0.333009 0.410882 0.150000
0.220438 0.562124 0.200000
0.208378 0.209453 0.200000
0.982030 0.534518 0.200000
0.153823 0.594689 0.100000
0.576508 0.674159 0.225000
0.076883 0.559792 0.200000
0.162458 0.489228 0.075000
0.487471 0.316631 0.025000
0.984721 0.544243 0.150000
0.698511 0.426981 0.100000
0.722639 0.807447 0.025000
0.123049 0.042854 0.125000
0.156943 0.265866 0.100000
0.713629 0.843527 0.125000
0.721898 0.334100 0.125000
0.623461 0.271177 0.075000
0.381992 0.106576 0.200000
0.551925 0.637218 0.050000
0.174330 0.112812 0.075000
0.551149 0.248610 0.200000
0.964736 0.212163 0.125000
0.079517 0.940593 0.075000
0.728369 0.192189 0.200000
0.243918 0.344464 0.150000
0.981286 0.010807 0.100000
0.906347 0.789305 0.150000
0.257209 0.926165 0.025000
0.772559 0.269617 0.050000
0.369345 0.593699 0.075000
0.139151 0.662477 0.025000
0.447026 0.536176 0.100000
0.448097 0.655815 0.075000
0.476471 0.205472 0.225000
0.631937 0.171844 0.075000
0.343195 0.777327 0.075000
0.992569 0.945999 0.125000
0.514474 0.198506 0.150000
0.518385 0.741367 0.200000
0.494247 0.316775 0.100000
0.882416 0.148758 0.025000
0.239805 0.680257 0.200000

NAME : MOCVRP INSTANCE 16
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.526127 0.714897 0.000000
0.091392 0.175570 0.200000
0.123364 0.153075 0.050000
0.435492 0.168401 0.025000
0.979394 0.704387 0.025000
0.995067 0.064147 0.200000
0.035515 0.927817 0.050000
0.922128 0.638035 0.175000
0.790971 0.152065 0.025000
0.060824 0.411598 0.125000
0.784784 0.836540 0.125000
0.694617 0.852196 0.050000
0.642791 0.116647 0.225000
0.192229 0.616448 0.025000
0.121109 0.360526 0.200000
0.062626 0.646922 0.100000
0.176461 0.176637 0.200000
0.724153 0.117412 0.125000
0.832626 0.295690 0.075000
0.209133 0.435914 0.100000
0.697900 0.408207 0.075000
0.024653 0.322770 0.025000
0.798628 0.425446 0.150000
0.683178 0.781881 0.100000
0.077481 0.861354 0.175000
0.892645 0.934575 0.175000
0.932153 0.857864 0.225000
0.343199 0.986703 0.175000
0.167784 0.002572 0.150000
0.802809 0.031144 0.025000
0.410505 0.582482 0.200000
0.990806 0.615957 0.200000
0.284636 0.493771 0.175000
0.112545 0.762456 0.025000
0.107246 0.008271 0.125000
0.935432 0.544359 0.025000
0.602396 0.168345 0.175000
0.933375 0.211704 0.125000
0.786814 0.512381 0.225000
0.688478 0.102003 0.025000
0.560786 0.627254 0.200000
0.329925 0.296923 0.175000
0.431045 0.742212 0.200000
0.418421 0.301594 0.125000
0.164626 0.849277 0.050000
0.569119 0.769369 0.225000
0.690060 0.849263 0.200000
0.995922 0.045702 0.175000
0.854049 0.503677 0.100000
0.048330 0.916054 0.125000
0.866248 0.187404 0.150000

NAME : MOCVRP INSTANCE 17
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.298649 0.849210 0.000000
0.097323 0.150682 0.025000
0.045269 0.870618 0.150000
0.096774 0.571891 0.125000
0.895871 0.076463 0.125000
0.180821 0.773219 0.225000
0.030381 0.513653 0.175000
0.261003 0.692415 0.050000
0.405005 0.726681 0.150000
0.467523 0.112308 0.075000
0.319180 0.413402 0.175000
0.563185 0.480605 0.075000
0.835891 0.188160 0.075000
0.770375 0.028966 0.175000
0.758388 0.881760 0.200000
0.286731 0.399829 0.200000
0.193179 0.063275 0.050000
0.050393 0.936192 0.050000
0.843377 0.490146 0.200000
0.218292 0.480917 0.100000
0.721364 0.686807 0.225000
0.386173 0.027220 0.050000
0.959696 0.025753 0.150000
0.015980 0.324692 0.125000
0.154939 0.919132 0.050000
0.650446 0.938124 0.075000
0.121358 0.422122 0.125000
0.065183 0.001692 0.100000
0.037212 0.203368 0.150000
0.396352 0.194206 0.200000
0.621019 0.470485 0.150000
0.005448 0.096752 0.075000
0.270048 0.860889 0.150000
0.286754 0.101770 0.200000
0.129361 0.496235 0.100000
0.008905 0.240873 0.125000
0.437999 0.060118 0.100000
0.884137 0.857603 0.025000
0.008196 0.524231 0.125000
0.588013 0.447681 0.175000
0.726388 0.953491 0.175000
0.131452 0.697534 0.075000
0.638996 0.319428 0.075000
0.589248 0.569838 0.125000
0.776998 0.463674 0.100000
0.127998 0.996176 0.050000
0.712028 0.348733 0.100000
0.118305 0.537098 0.175000
0.085598 0.000469 0.050000
